,Restaurant Id,Restaurant Name,Country,City,User Rating Votes,User Aggregate Rating,Cuisines,country_id,rating_text,Photo URL,events,Event Id,Event Title,Event Start Date,Event End Date
10,306046.0,SodaBottleOpenerWala,India,Gurgaon,3818,4.2,"Parsi, North Indian, Maharashtrian, Beverages, Bakery",1.0,Very Good,,[],,,,
11,18337893.0,The Luggage Room Kitchen And Bar,India,New Delhi,1622,4.5,"Italian, Chinese, Continental",1.0,Excellent,,"[{'event': {'event_id': 336251, 'friendly_start_date': '10 April', 'friendly_end_date': '11 April', 'friendly_timing_str': 'Wednesday, 10th April - Thursday, 11th April', 'start_date': '2019-04-10', 'end_date': '2019-04-11', 'end_time': '00:00:00', 'start_time': '20:00:00', 'is_active': 1, 'date_added': '2019-04-06 17:43:41', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/799/108cf02227f93ebf23d0931aad9c6799_1554553534.jpeg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/799/108cf02227f93ebf23d0931aad9c6799_1554553534.jpeg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '108cf02227f93ebf23d0931aad9c6799', 'id': 452999, 'photo_id': 452999, 'uuid': 1554553486082778, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Commercial Night', 'description': 'Put on your dancing shoes and get ready for the biggest Commercial night with DJ Honey at The Luggage Room by Sandoz this Wednesday and get 25% off on total bill.\n\nFor reservation : 8820202052', 'display_time': '08:00 pm - 12:00 am', 'display_date': '10 April - 11 April', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 0, 'event_category_name': '', 'book_link': '', 'types': [{'name': 'Live DJ', 'color': '#6454B8'}], 'share_data': {'should_show': 0}}}, {'event': {'event_id': 336248, 'friendly_start_date': '11 April', 'friendly_end_date': '11 April', 'friendly_timing_str': 'Thursday, 11th April', 'start_date': '2019-04-11', 'end_date': '2019-04-11', 'end_time': '23:00:00', 'start_time': '20:00:00', 'is_active': 1, 'date_added': '2019-04-06 17:39:32', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/64f/6b5003ddf79e8c67cb0ce2e8a17aa64f_1554552608.jpeg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/64f/6b5003ddf79e8c67cb0ce2e8a17aa64f_1554552608.jpeg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '6b5003ddf79e8c67cb0ce2e8a17aa64f', 'id': 452993, 'photo_id': 452993, 'uuid': 1554552603794542, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Ladies Night', 'description': ""Bring your sophistication and blend it with the crazy vibes we at The Luggage Room by Sandoz have created for you, Ladies.  What is the occasion?? It's Ladies Night. Guess you already started calling your GFs. Right?\n\nFor Reservation: 8820202052"", 'display_time': '08:00 pm - 11:00 pm', 'display_date': '11 April', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 0, 'event_category_name': '', 'book_link': '', 'types': [{'name': 'Ladies Night', 'color': '#0AAC9B'}], 'share_data': {'should_show': 0}}}]",,,,
12,18518483.0,Echoes Hudson Lane,India,New Delhi,2534,4.6,"Cafe, American, Chinese, Continental, North Indian, Italian",1.0,Excellent,,[],,,,
13,18246991.0,Odeon Social,India,New Delhi,5808,4.4,"Continental, American, Asian, North Indian, Momos, Beverages",1.0,Very Good,,"[{'event': {'event_id': 332812, 'friendly_start_date': '29 March', 'friendly_end_date': '23 May', 'friendly_timing_str': 'Friday, 29th March - Thursday, 23rd May', 'start_date': '2019-03-29', 'end_date': '2019-05-23', 'end_time': '01:35:00', 'start_time': '09:00:00', 'is_active': 1, 'date_added': '2019-03-29 17:19:54', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/e11/de21c69b73b6220731a4191883338e11_1553860194.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/e11/de21c69b73b6220731a4191883338e11_1553860194.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': 'de21c69b73b6220731a4191883338e11', 'id': 448293, 'photo_id': 448293, 'uuid': 1553860184257557, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Live 20/20 Match Screenings', 'description': ""Catch the biggest cricket event of the year live while sippin' on these killer LIITs! Head on over to your nearest #Social to get a taste of these #SocialStumps while you cheer for your favourite team!"", 'display_time': '09:00 am - 01:35 am', 'display_date': '29 March - 23 May', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 0, 'event_category_name': '', 'book_link': '', 'types': [], 'share_data': {'should_show': 0}}}]",,,,
14,8913.0,Pirates of Grill,India,Gurgaon,5760,4.9,"North Indian, Mughlai, Continental",1.0,Skvělé,,[],,,,
15,313256.0,The Junkyard Cafe,India,New Delhi,5512,4.5,"North Indian, Mediterranean, Asian, Salad, Momos",1.0,Excellent,,[],,,,
16,18562836.0,Diggin,India,New Delhi,2335,4.2,"Italian, Continental, Beverages",1.0,Very Good,,[],,,,
17,17953943.0,The Burger Club,India,New Delhi,2411,4.2,"Burger, Fast Food, Beverages",1.0,Very Good,,[],,,,
18,18258498.0,Chinese Kitchen,India,New Delhi,713,4.1,"Fast Food, Chinese, Momos",1.0,Very Good,,[],,,,
19,18537536.0,Chili's Grill & Bar,India,New Delhi,2364,4.6,"Mexican, American, Italian",1.0,Excellent,,[],,,,
20,18707652.0,Zam Zam,India,Kolkata,824,4.4,"Biryani, Mughlai",1.0,Very Good,,[],,,,
